,,,,,,,
,,,,,,,
,,STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
,,2635,PhuHung,CTCP Bảo hiểm Phú Hưng,,OTC,"30,000,000"
,,2636,PhuHungLife,CTCP Bảo hiểm nhân thọ Phú Hưng,,Khác,0
,,2637,PhuLong,CTCP Địa ốc Phú Long,,OTC,0
,,2638,PHUMYOIL,CTCP Sản xuất và Chế biến Dầu khí Phú Mỹ,,OTC,0
,,2639,PhuongNamSF,CTCP Chế biến Thực phẩm Phương Nam,,OTC,0
,,2640,PhuongTrang,CTCP Du lịch và Vận tải Phương Trang,,OTC,0
,,2641,PhuQuoc,CTCP Du lịch Phú Quốc,,OTC,0
,,2642,PhuTung,CTCP Xuất nhập khẩu Máy và Phụ tùng,,OTC,0
,,2643,PIDIC,CTCP Đầu tư Phát triển Hạ tầng Phú Quốc,,OTC,0
,,2644,Pisico,CTCP Chế biến Gỗ nội thất Pisico,,OTC,0
,,2645,PisicoDongAn,CTCP Chế biến gỗ Pisico Đồng An,,OTC,0
,,2646,PKR,CTCP Đường sắt Phú Khánh,Vận tải,OTC,"2,000,000"
,,2647,PME,CTCP Pymepharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,0
,,2648,PMM,CTCP Hàng hải Phú Mỹ,,OTC,"2,396,640"
,,2649,PNB,Ngân hàng TMCP Phương Nam,,Khác,"321,247,998"
,,2650,PNS,CTCP Chứng khoán Funan,,OTC,0
,,2651,PNTAudit,Công ty TNHH Kiểm toán Quốc tế PNT,,Khác,0
,,2652,Porycoast,CTCP Tư vấn Thiết kế Cảng - Kỹ thuật biển,,OTC,0
,,2653,POTRACO,CTCP Vận tải và Dịch vụ Điện lực,,OTC,"4,700,000"
,,2654,PPAP,Công ty Cảng Phnom Penh,,Campuchia,0
,,2655,PPG,CTCP Sản xuất - Thương mại - Dịch vụ Phú Phong,Hàng tiêu dùng và trang trí,OTC,"7,342,500"
,,2656,PPSP,Đặc khu Kinh tế Phnom Penh,,Campuchia,0
,,2657,PPWSA,Công ty Cấp thoát nước Phnom Penh,,Campuchia,"86,973,162"
,,2658,Prevoir,Công ty TNHH Bảo hiểm Nhân thọ Mirae Asset Prévoir,,Khác,0
,,2659,Proconco,CTCP Việt Pháp Sản xuất Thức ăn Gia súc PROCONCO,,OTC,0
,,2660,PROMEXCO,CTCP Sản xuất Bao bì và Hàng xuất khẩu,,OTC,"5,000,000"
,,2661,PRUBF1,Quỹ đầu tư Cân bằng Prudential,Dịch vụ tài chính,OTC,"50,000,000"
,,2662,Prudential,Công ty TNHH Bảo hiểm Nhân thọ Prudiential Việt Nam,,Khác,0
,,2663,PTF,Công ty Tài chính TNHH MTV Bưu Điện,,Khác,0
,,2664,PTHTKCNThaiNguyen,CTCP Phát Triển Hạ tầng Khu Công nghiệp Thái Nguyên,,OTC,0
,,2665,PTICC,CTCP Tư vấn Đầu tư và Xây dựng Bưu điện,,OTC,0
,,2666,PTK,CTCP Luyện kim Phú Thịnh,Nguyên vật liệu,OTC,"21,600,000"
,,2667,PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô Tô PTM,Phân phối và bán lẻ hàng lâu bền,OTC,"4,200,000"
,,2668,PTN,CTCP Phát triển nhà Khánh Hòa,Phát triển và quản lý bất động sản,OTC,"5,801,924"
,,2669,PVCI,CTCP Đầu tư Xây lắp Dầu khí Việt Nam,,OTC,0
,,2670,PVCME,CTCP Thi Công Cơ giới và Lắp máy Dầu khí,,OTC,"50,000,000"
,,2671,PVcomBank,Ngân hàng TMCP Đại chúng Việt Nam,,OTC,0
,,2672,PVEIC,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,,OTC,0
,,2673,PVF,Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam,Dịch vụ tài chính,OTC,"600,000,000"
,,2674,PVFCCapital,CTCP Quản lý Quỹ Ngân hàng TMCP Đại chúng Việt Nam,,OTC,0
,,2675,PVIASSET,CTCP Quản lý Quỹ PVI,,OTC,0
,,2676,PVID,CTCP Đầu tư và Xây lắp khí,,OTC,0
,,2677,PVQuangNinh,CTCP Xăng dầu Dầu khí Quảng Ninh,,OTC,0
,,2678,PVSH,CTCP Vạn Khởi Thành,,OTC,"44,697,200"
,,2679,PVST,CTCP Du Lịch Dầu khí Sapa,,OTC,"10,000,000"
,,2680,PVThaiNguyen,CTCP Xăng dầu Dầu khí Thái Nguyên,,OTC,0
,,2681,PWC,Công ty TNHH Price Waterhouse Coopers Việt Nam,,Khác,0
,,2682,PXH,CTCP Xây lắp Dầu khí Hà Nội,,OTC,"30,000,000"
,,2683,PXK,CTCP Đầu tư và Xây lắp Dầu khí Kinh Bắc,,OTC,"15,000,000"
,,2684,PYU,CTCP Môi trường và Công trình Đô thị Phúc Yên,Dịch vụ chuyên biệt và thương mại,OTC,"2,073,985"
,,2685,QBR,CTCP Đường sắt Quảng Bình,Vận tải,OTC,"1,760,500"
,,2686,QCAudit,Công ty TNHH Kiểm toán Quy Chuẩn,,Khác,0
,,2687,QLD,CTCP Quản lý và Xây dựng Giao thông Lạng Sơn,Tư liệu sản xuất,OTC,"1,207,400"
,,2688,QLT,CTCP Quản lý Bảo trì Đường thủy Nội địa Số 10,Vận tải,OTC,"1,500,000"
,,2689,QNAASC,Công ty TNHH Dịch vụ Tư vấn Tài chính Kế toán Kiểm toán Quảng Ninh,,Khác,0
,,2690,QNSC,CTCP Cung ứng Tàu biển Quảng Ninh,,OTC,0
,,2691,QuangMinh,Công ty TNHH Kiểm toán Quang Minh,,Khác,0
,,2692,QuangtruongQT,CTCP Thương mại Dịch vụ Quảng trường Quốc tế,,OTC,0
,,2693,QuyDauTuVN,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,,OTC,0
,,2694,QuyVCBF,Quỹ đầu tư Cân bằng Chiến lược VCBF,,OTC,0
,,2695,QuyVietCat,CTCP Quản lý Quỹ Việt Cát,,OTC,0
,,2696,QVA,Công ty TNHH Kiểm toán Quảng Việt,,Khác,0
,,2697,RauQua1,CTCP Xuất nhập khẩu Rau Quả I,,OTC,"1,980,000"
,,2698,RECO,CTCP Cơ khí Cao su,,OTC,0
,,2699,REM,CTCP Tu bổ Di tích Trung ương - Vinaremon,Tư liệu sản xuất,OTC,"1,148,600"
,,2700,REN,CTCP Xây dựng và Đầu tư KDL Sinh Thái,,OTC,"2,818,032"
,,2701,RES10,CTCP Địa ốc 10,,OTC,0
,,2702,RESCO8,CTCP Địa ốc 8,,OTC,0
,,2703,RESCONHA,CTCP Phát triển và Kinh doanh Nhà,,Khác,0
,,2704,RGC,CTCP Đầu tư PV - Inconess,Truyền thông và giải trí,OTC,"89,123,600"
,,2705,RHC,CTCP Thủy điện Ry Ninh II,Dịch vụ tiện ích,OTC,"5,120,000"
,,2706,RHN,CTCP Đường sắt Hà Ninh,Tư liệu sản xuất,OTC,"1,509,900"
,,2707,Ricons,CTCP Đầu tư Xây dựng Ricons,,OTC,0
,,2708,RLC,CTCP Đường bộ Lào Cai,Tư liệu sản xuất,OTC,"1,138,689"
,,2709,ROS,CTCP Xây dựng FLC Faros,Tư liệu sản xuất,OTC,"567,598,121"
,,2710,RoyalVN,Công ty Tư vấn Kiểm toán Hoàng Gia Việt Nam,,Khác,0
,,2711,RTH,CTCP Đường sắt Thanh Hóa,Tư liệu sản xuất,OTC,"2,085,900"
,,2712,RTS,CTCP Thông tin Tín hiệu Đường sắt Đà Nẵng,Vận tải,OTC,"1,083,333"
,,2713,RUID,CTCP Đầu tư Phát triển Hạ tầng và Đô thị Đường sắt,,OTC,0
,,2714,RUSCO,CTCP Kho vận và Dịch vụ Hàng hóa Cao su,,OTC,0
,,2715,RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,,OTC,0
,,2716,S33,CTCP Mía đường 333,"Thực phẩm, đồ uống và thuốc lá",OTC,"8,331,409"
,,2717,S64,CTCP Sông Đà 6.04,Tư liệu sản xuất,OTC,"2,000,000"
,,2718,S91,CTCP Sông Đà 9.01,Tư liệu sản xuất,OTC,"2,940,000"
,,2719,SAAC,Công ty TNHH Kế toán và Kiểm toán Phương Nam,,Khác,0
,,2720,SabecoMienDong,CTCP Thương mại Sabeco Miền Đông,,OTC,0
,,2721,SabecoNTB,CTCP Thương mại Bia Sài Gòn Nam Trung Bộ,,OTC,0
,,2722,SabecoSongHau,CTCP Thương mại Sabeco Sông Hậu,,OTC,0
,,2723,SabecoTayNguyen,CTCP Thương mại Bia Sài Gòn Tây Nguyên,,OTC,0
,,2724,SachBinhDuong,CTCP Sách - Thiết bị Giáo dục Bình Dương,,OTC,"1,000,000"
,,2725,SachHoaBinh,CTCP Sách và Thiết bị Trường học Hòa Bình,,OTC,"1,000,000"
,,2726,SachThanhHoa,CTCP Sách và Thiết bị Trường học Thanh Hóa,,OTC,"1,050,000"
,,2727,Sadaco,CTCP Phát triển Sản xuất Thương mại Sài Gòn,,OTC,0
,,2728,SAGEL,CTCP Điện tử và Dịch vụ Công nghiệp Sài Gòn,,OTC,0
,,2729,SAGRI,Tổng Công ty Nông nghiệp Sài Gòn - TNHH MTV,,Khác,0
,,2730,Saicom,CTCP Đầu Tư và Xây dựng Bưu Chính Viễn Thông,,OTC,0
,,2731,SAIGON5,CTCP Phát triển địa ốc Sài Gòn 5,,OTC,0
,,2732,SaiGonAir,CTCP Sài Gòn Sân Bay,,OTC,0
,,2733,SaiGonART,CTCP Mỹ thuật Sài Gòn,,OTC,0
,,2734,SaiGonAuditing,Công ty TNHH Kiểm toán - Thuế - Tư vấn Sài Gòn,,Khác,0
,,2735,SaiGonCapital,CTCP Quản lý Quỹ Sài Gòn,,OTC,"4,380,000"
,,2736,SAIGONIPD,Công ty TNHH MTV Phát triển Khu Công nghiệp Sài Gòn,,Khác,0
,,2737,SaiGonNinhChu,CTCP Du lịch Sài Gòn Ninh Chữ,,OTC,"6,900,000"
,,2738,Saigontourist,Tổng Công ty Du lịch Sài Gòn - Công ty TNHH MTV,,OTC,0
,,2739,SaiGonXanh,CTCP Đầu tư Phát triển Địa Ốc Sài Gòn Xanh,,OTC,"30,000,000"
,,2740,SAMCO,Tổng Công ty Cơ Khí Giao thông Vận tải Sài Gòn TNHH MTV,,Khác,0
,,2741,SamSet,CTCP Vận tải và Dịch vụ Hàng Hải Cảng Sài Gòn,,OTC,0
,,2742,SanglapAchau,Công ty TNHH Kiểm toán Tư vấn Sáng lập Á Châu,,Khác,0
,,2743,SaoViet,Công ty TNHH Kiểm toán Sao Việt,,Khác,0
,,2744,Sapasco,CTCP Bao bì và Dịch vụ Sam Thịnh,,OTC,0
,,2745,SATICO,Công ty TNHH MTV Satra Tiền Giang,,Khác,0
,,2746,SATRA,Tổng Công ty Thương mại Sài Gòn TNHH MTV,,Khác,0
,,2747,SatraTayNam,Công ty TNHH MTV Satra Tây Nam,,Khác,0
,,2748,SBBS,CTCP Chứng khoán Saigonbank Berjaya,,OTC,"30,000,000"
,,2749,SBC,CTCP Vận tải và Giao nhận Bia Sài Gòn,Vận tải,OTC,"8,000,000"
,,2750,SBF,CTCP Quản lý Quỹ Sabeco,,OTC,0
,,2751,SBF1,Quỹ đầu tư Sabeco 1,,Khác,0
,,2752,SCA,CTCP Nông nghiệp Sông Con,"Thực phẩm, đồ uống và thuốc lá",OTC,"2,076,000"
,,2753,SCB,Ngân hàng TMCP Sài Gòn,,OTC,0
,,2754,SCCV,CTCP Than Miền Nam - Vinacomin,,OTC,0
,,2755,SCFC,CTCP Lương thực Nam Trung Bộ,,OTC,0
,,2756,SCH,CTCP Thủy điện Sông Chảy 5,Dịch vụ tiện ích,OTC,"15,000,000"
,,2757,SCIC,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,,Khác,0
,,2758,SCJSC,CTCP Sài Gòn - Cam Ranh,,OTC,0
,,2759,SCV,CTCP Muối Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,"1,279,392"
,,2760,SDBP,CTCP Sông Đà Bình Phước,,OTC,"7,000,000"
,,2761,SDE,CTCP Kỹ thuật Điện Sông Đà,Tư liệu sản xuất,OTC,"1,751,092"
,,2762,SDF,Công ty Tài chính Cổ phần Sông Đà,Dịch vụ tài chính,OTC,"68,600,000"
,,2763,SDH,CTCP Xây dựng Hạ tầng Sông Đà,Tư liệu sản xuất,OTC,"20,950,000"
,,2764,SDI,CTCP Đầu Tư và Phát triển Đô Thị Sài Đồng,Phát triển và quản lý bất động sản,Khác,"119,995,800"
,,2765,SDL,CTCP Sông Đà - Hoàng Long,,OTC,0
,,2766,SDNT,CTCP Sông Đà - Nha Trang,,OTC,0
,,2767,SDS,CTCP Xây lắp và Đầu tư Sông Đà,Tư liệu sản xuất,OTC,0
,,2768,SeafoodF17,CTCP Nha Trang Seafoods - F17,,OTC,0
,,2769,SeASecurities,CTCP Chứng khoán Asean,,OTC,"50,000,000"
,,2770,SEC,CTCP Mía đường - Nhiệt điện Gia Lai,"Thực phẩm, đồ uống và thuốc lá",OTC,"38,999,876"
,,2771,SEL,CTCP Sông Đà 11 Thăng Long,Tư liệu sản xuất,OTC,"5,000,000"
,,2772,Serrano,CTCP Serrano Việt Nam,,OTC,"5,300,000"
,,2773,SFA1,Quỹ đầu tư Chứng khoán Sài Gòn A1,,Khác,0
,,2774,SFA2,Quỹ đầu tư Chứng khoán Sài Gòn A2,,Khác,0
,,2775,SFT,CTCP Softech,Phần mềm và dịch vụ,OTC,"3,000,000"
,,2776,SGAudit,Công ty TNHH Kiểm toán và Tin học Sài Gòn,,Khác,0
,,2777,SGCLInresco,CTCP Đầu tư và Địa ốc Sài Gòn Chợ Lớn,,OTC,0
,,2778,SGDiamond,CTCP Sài Gòn Kim Cương,,OTC,0
,,2779,SGIC,CTCP Quản lý Quỹ đầu tư SGI,,OTC,0
,,2780,SGNAudit,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán SGN,,Khác,0
,,2781,SGO,CTCP Dầu thực vật Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",OTC,"20,000,000"
,,2782,SGPC,CTCP Giấy Sài Gòn,,OTC,0
,,2783,SHBFinance,Công ty TNHH MTV Ngân hàng TMCP Sài Gòn - Hà Nội,,Khác,0
,,2784,SHBS,CTCP Chứng khoán SHB,,OTC,"15,000,000"
,,2785,SHF,CTCP Quản lý Quỹ đầu tư Sài Gòn - Hà Nội,,OTC,0
,,2786,SHINEC,CTCP Công nghiệp Tàu thủy Shinec,,OTC,"1,500,000"
,,2787,Shinhan,Ngân hàng TNHH MTV Shinhan Việt Nam,,Khác,0
,,2788,ShinhanFi,Công ty Tài chính TNHH MTV Shinhan Việt Nam,,Khác,0
,,2789,Shinhanvina,Ngân hàng Liên doanh Shinhanvina,,Khác,0
,,2790,SHL,CTCP Đầu tư Sông Hồng - Thăng Long,,OTC,"3,000,000"
,,2791,SHV,CTCP Hải Việt,"Thực phẩm, đồ uống và thuốc lá",OTC,"6,263,720"
,,2792,SHX,CTCP Sài Gòn Hỏa xa,Vận tải,OTC,"1,720,000"
,,2793,SIC,CTCP ANI,Phát triển và quản lý bất động sản,OTC,"23,999,270"
,,2794,Sihanoukville,Tập đoàn Quản Lý Cảng Biển Sihanoukville Autonomous Port,,Campuchia,0
,,2795,SJCG,Công ty TNHH MTV Vàng bạc Đá quý Sài Gòn - SJC,,OTC,0
,,2796,SJCS,CTCP Chứng khoán ASAM,,OTC,0
,,2797,SKS,CTCP Công trình Giao thông Sông Đà,Tư liệu sản xuất,OTC,"4,500,000"
,,2798,SLC,CTCP Dịch vụ Xuất khẩu Lao động và Chuyên gia,Dịch vụ chuyên biệt và thương mại,OTC,"9,200,000"
,,2799,SLD,CTCP Địa ốc Sacom,,OTC,0
,,2800,Smartlink,CTCP Dịch vụ Thẻ Smartlink,,OTC,0
,,2801,SME,CTCP Chứng khoán SME,Dịch vụ tài chính,OTC,"22,500,000"
,,2802,SMEC,CTCP Quản lý Quỹ Amber,,OTC,"7,000,000"
,,2803,SMVC,CTCP Seoul Metal Việt Nam,Tư liệu sản xuất,OTC,0
,,2804,SNG,CTCP Sông Đà 10.1,Tư liệu sản xuất,OTC,"4,663,060"
,,2805,SocTrang,CTCP Thủy sản Sóc Trăng,,OTC,0
,,2806,SoiTraLy,CTCP Sợi Trà Lý,,OTC,0
,,2807,SON,CTCP Cung ứng Nhân lực Quốc tế và Thương mại,Dịch vụ chuyên biệt và thương mại,OTC,"9,729,930"
,,2808,Sonacon,CTCP Xây lắp Sonacons,,OTC,0
,,2809,SonBachTuyet,CTCP Sơn Bạch Tuyết,,OTC,0
,,2810,SonChatDeo,CTCP Sơn - Chất Dẻo,,OTC,0
,,2811,SongDa,CTCP Vật liệu Xây dựng Sông Đà,,OTC,0
,,2812,SongDa109,CTCP Sông Đà 10.9,,OTC,"1,550,000"
,,2813,SongDa17,CTCP Sông Đà 17,,OTC,0
,,2814,SongDaHoangLien,CTCP Thủy điện Sông Đà - Hoàng Liên,,OTC,0
,,2815,SongHau,CTCP Chế biến Thực phẩm Sông Hậu,,OTC,0
,,2816,SongHong,CTCP Năng lượng Sông Hồng,,OTC,0
,,2817,SonlaUrenco,CTCP Môi trường và Dịch vụ Đô thị Sơn La,,Khác,0
,,2818,SonTra,CTCP Đầu tư Phong Phú Sơn Trà,,OTC,0
,,2819,SOSAL,CTCP Tập đoàn Muối Miền Nam,,OTC,0
,,2820,SOV,CTCP Mắt kính Sài Gòn,Bán lẻ thực phẩm và nhu yếu phẩm,OTC,"1,914,900"
,,2821,Sovico,CTCP Tập đoàn Sovico,,OTC,0
,,2822,SPA,CTCP Bao bì Sài Gòn,Nguyên vật liệu,OTC,"8,500,000"
,,2823,SPP,CTCP Bao bì Nhựa Sài Gòn,Nguyên vật liệu,OTC,"25,120,000"
,,2824,SPS,CTCP Dịch vụ Dầu khí Sài Gòn,,OTC,0
,,2825,SPT,CTCP Dịch vụ Bưu chính Viễn thông Sài Gòn,,OTC,0
,,2826,SPTAudit,Công ty TNHH Định giá và Kiểm toán SPT,,Khác,0
,,2827,SSAudit,Công ty TNHH Tư vấn - Kiểm toán S&S,,Khác,0
,,2828,SSGGroup,CTCP Tập đoàn S.S.G,,OTC,"55,000,000"
,,2829,SSIAM,Công ty TNHH Quản lý Quỹ SSI,,Khác,"9,800,000"
,,2830,SSIIMF,Quỹ đầu tư Thành viên SSI,,Khác,0
,,2831,SSISCA,Quỹ đầu tư Lợi thế Cạnh tranh Bền vững SSI,,OTC,"11,192,242"
,,2832,SSIVF,Quỹ Tầm Nhìn SSI,,Khác,0
,,2833,SSS,CTCP Sông Đà 6.06,Tư liệu sản xuất,OTC,"2,500,000"
,,2834,SST,CTCP Thương mại Bia Sài Gòn Sông Tiền,"Thực phẩm, đồ uống và thuốc lá",OTC,"4,000,000"
,,2835,SSU,CTCP Môi trường Đô thị Sóc Sơn,Dịch vụ tiện ích,OTC,"2,500,000"
,,2836,SSV,Công Ty TNHH Chứng Khoán Shinhan Việt Nam,,Khác,0
,,2837,StandardAudit,Công ty TNHH Kiểm toán Tiêu Chuẩn,,Khác,0
,,2838,StandardChartered,Ngân hàng TNHH MTV Standard Chartered Việt Nam,,Khác,0
,,2839,STD,CTCP Bia - Nước giải khát Sài Gòn - Tây Đô,"Thực phẩm, đồ uống và thuốc lá",OTC,"20,000,000"
,,2840,STI,CTCP Đầu tư Sài Gòn Thương Tín,,OTC,"37,500,000"
,,2841,STJ,CTCP Vận tải Sonadezi,,OTC,"4,200,000"
,,2842,STSC,CTCP Chứng khoán STSC,,OTC,"31,871,000"
,,2843,STU,CTCP Môi Trường và Công trình Đô Thị Sơn Tây,Dịch vụ chuyên biệt và thương mại,OTC,"1,876,000"
,,2844,STV,CTCP Chế tác Đá Việt Nam,Nguyên vật liệu,OTC,"11,000,000"
,,2845,SUM,CTCP Đo đạc và Khoáng sản,Dịch vụ chuyên biệt và thương mại,OTC,"2,380,000"
,,2846,SunCapital,CTCP Quản lý Quỹ đầu tư Chứng khoán Thái Dương,,OTC,0
,,2847,SunCo,CTCP Xây dựng Thương mại Thái Dương,,OTC,0
,,2848,SunGroup,CTCP Tập đoàn Mặt trời - Sun Group,,OTC,0
,,2849,SunLifeVN,Công ty TNHH Bảo hiểm nhân thọ Sun Life Việt Nam,,Khác,0
,,2850,SuThanhHa,CTCP Gốm sứ Thanh Hà,,OTC,0
,,2851,SVJ,CTCP Santomas Việt Nam,,OTC,"14,515,192"
,,2852,SVL,CTCP Nhân lực Quốc tế Sovilaco,,OTC,"3,270,858"
,,2853,SVS,CTCP Chứng khoán Sao Việt,Dịch vụ tài chính,OTC,0
,,2854,SZA,CTCP Sonadezi An Bình,,OTC,0
,,2855,T12,CTCP Thương mại Dịch vụ Tràng Thi,Phân phối và bán lẻ hàng lâu bền,OTC,"54,000,000"
,,2856,TA3,CTCP Đầu tư và Xây lắp Thành An 386,Tư liệu sản xuất,OTC,"2,309,908"
,,2857,TAC,CTCP Dầu thực vật Tường An,"Thực phẩm, đồ uống và thuốc lá",OTC,"33,879,648"
,,2858,TAFiCO,CTCP Xi măng Fico Tây Ninh,,OTC,0
,,2859,TAFM,CTCP Quản lý Quỹ Đầu tư Pacific Bridge,,OTC,0
,,2860,TAG,CTCP Thế Giới Số Trần Anh,Phân phối và bán lẻ hàng lâu bền,OTC,"24,914,991"
,,2861,TAHUE,CTCP Thuận An,,OTC,0
,,2862,TaiChinhBIDV,CTCP Đầu tư Tài chính BIDV,,OTC,0
,,2863,TamViet,Công ty TNHH Kiểm toán Tâm Việt,,Khác,0
,,2864,TanHung,CTCP Đầu tư Tấn Hưng,,OTC,"50,000,000"
,,2865,TANISUGAR,CTCP Mía đường Tây Ninh,,OTC,0
,,2866,TanLam,CTCP Nông sản Tân Lâm,,OTC,"1,100,000"
,,2867,TanMai,CTCP Tập đoàn Tân Mai,,OTC,"78,074,927"
,,2868,TanManh,Công ty TNHH Thiết kế Kiến trúc Xây dựng Tấn Mạnh,,Khác,0
,,2869,TanPhat,CTCP Tấn Phát,,OTC,"12,000,000"
,,2870,TanTan,CTCP Tân Tân,,OTC,0
,,2871,TanThanhMy,CTCP Tân Thành Mỹ,,OTC,"2,900,000"
,,2872,TanTien,CTCP Dệt Tân Tiến,,OTC,"9,671,100"
,,2873,TAP,CTCP Đô thị Tân An,Dịch vụ tiện ích,OTC,"1,416,700"
,,2874,TAPIOCA,CTCP Khoai Mì Nước Trong,,OTC,0
,,2875,TapPham,CTCP Xuất nhập khẩu Tạp Phẩm,,OTC,0
,,2876,TapPhamSG,CTCP Đầu tư và Thương mại Tạp phẩm Sài Gòn,,OTC,0
,,2877,TARCO,CTCP Đăng kiểm Xe cơ giới Tây Ninh,,OTC,0
,,2878,TARUCO,Công ty TNHH MTV Cao su 1-5 Tây Ninh,,Khác,0
,,2879,TAS,CTCP Chứng khoán Tràng An,Dịch vụ tài chính,OTC,"13,900,000"
,,2880,TauBienHP,CTCP Cung ứng Tàu biển Hải Phòng,,OTC,0
,,2881,TauCuoc,CTCP Tàu Cuốc,,OTC,0
,,2882,TayHo,CTCP Đầu Tư và Xây dựng Tây Hồ,,OTC,"9,000,000"
,,2883,TayHoHousing,CTCP Đầu tư Phát triển Nhà và Xây dựng Tây Hồ,,OTC,0
,,2884,TayHoQP,CTCP Đầu Tư và Xây lắp Tây Hồ,,OTC,0
,,2885,TayNinh,CTCP Đo đạc Địa chính Tây Ninh,,OTC,0
,,2886,TBN,CTCP Thoát nước và Xử lý Nước thải Bắc Ninh,Dịch vụ tiện ích,OTC,"4,417,592"
,,2887,TC6,CTCP Than Cọc Sáu - Vinacomin,Năng lượng,Khác,"32,496,105"
,,2888,TCAM,Công ty TNHH Quản lý Quỹ Thành Công,,OTC,0
,,2889,TCBS,CTCP Chứng khoán Kỹ thương,,Khác,"30,000,000"
,,2890,TCS,CTCP Than Cao Sơn - Vinacomin,Năng lượng,Khác,"26,846,773"
,,2891,TCVN,Công ty TNHH Tư vấn Đầu tư Chứng khoán TC Capital Việt Nam,,Khác,0
,,2892,TDA,CTCP Đầu tư Xây lắp và Vật liệu Xây dựng Đông Anh,Nguyên vật liệu,OTC,"2,950,000"
,,2893,TDAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán Thanh Đức,,Khác,0
,,2894,TDCorp,CTCP Phát triển Kỹ thuật Xây dựng,,OTC,"2,500,000"
,,2895,TDI,CTCP Tập đoàn TDI,Tư liệu sản xuất,OTC,"3,000,000"
,,2896,TDLA,CTCP Bê tông Ly tâm Thủ Đức - Long An,,OTC,0
,,2897,TDN,CTCP Than Đèo Nai - Vinacomin,Năng lượng,Khác,"29,439,097"
,,2898,TEC,CTCP TRAENCO,Dịch vụ tiêu dùng,OTC,"1,660,340"
,,2899,TechcomCapital,CTCP Quản lý Quỹ Kỹ Thương,,Khác,0
,,2900,TechGen,CTCP Kỹ thuật Công nghệ Sài Gòn,,OTC,0
,,2901,Tecserco,CTCP Kỹ Thuật Thương mại Dịch vụ Cảng Sài Gòn,,OTC,"1,998,000"
,,2902,TediSouth,CTCP Tư vấn Thiết kế Giao thông Vận tải Phía Nam,,OTC,0
,,2903,TEKCAST,CTCP Công nghệ và Truyền hình,,OTC,0
,,2904,TelecomCambodia,Công ty Viễn thông Campuchia,,Campuchia,0
,,2905,THA,CTCP Tập đoàn Trường Hải,Tư liệu sản xuất,OTC,"250,000,000"
,,2906,ThachBan,CTCP Thạch Bàn,,OTC,0
,,2907,ThaiHoaCapNuoc,Công ty TNHH MTV Cấp nước Thái Hòa,,Khác,0
,,2908,ThangLong,Công ty TNHH Kiểm toán và Định giá Thăng Long - T.D.K,,Khác,0
,,2909,ThangLong9,CTCP Xây dựng Số 9 Thăng Long,,OTC,0
,,2910,ThangLongAudit,Công ty TNHH Kiểm toán Thăng Long,,Khác,0
,,2911,ThangLongGTC,CTCP Thăng Long GTC,,OTC,0
,,2912,ThangLongTSC,CTCP Cơ giới và Xây dựng Thăng Long,,OTC,0
,,2913,ThanhBinh,CTCP Thanh Bình,,OTC,0
,,2914,ThanhCong,CTCP Thành Công,,OTC,0
,,2915,ThanhHoaAudit,Công ty TNHH Kiểm toán Thanh Hoá,,Khác,0
,,2916,ThanhHoaPort,CTCP Cảng Thanh Hóa,,OTC,0
,,2917,ThanhLe,CTCP Bao Bì Thanh Lễ,,OTC,0
,,2918,ThanhMinhNhat,Công ty TNHH Dịch vụ Kiểm toán Thanh Minh Nhật,,Khác,0
,,2919,ThanhNienMedia,CTCP Tập đoàn Truyền thông Thanh niên,,OTC,0
,,2920,ThanhThanhCong,CTCP Thành Thành Công,,OTC,0
,,2921,ThanVinacomin,Tập Đoàn Công Nghiệp Than - Khoáng Sản Việt Nam,,Khác,0
,,2922,ThaoNguyenXanh,Công ty TNHH Kiểm toán Thảo Nguyên Xanh,,Khác,0
,,2923,ThepDinhVu,CTCP Thép Đình Vũ,,OTC,0
,,2924,ThepNinhBinh,CTCP Bê tông - Thép Ninh Bình,,OTC,0
,,2925,ThepSongHong,CTCP Thép Sông Hồng,,OTC,0
,,2926,ThepTanThuan,CTCP Thép Tân Thuận,,OTC,0
,,2927,ThepVanLoi,CTCP Thép Vạn Lợi,,OTC,0
,,2928,ThethaoHanoi,Công ty TNHH Nhà nước MTV Đầu tư - Phát triển Thể thao Hà Nội,,OTC,0
,,2929,THI,CTCP Thiết bị Điện,Tư liệu sản xuất,OTC,"48,800,000"
,,2930,ThienHoa,CTCP Đầu tư Tài chính Thiên Hóa,,OTC,"20,000,000"
,,2931,ThienHuong,CTCP Thực phẩm Thiên Hương,,OTC,0
,,2932,ThienKim,CTCP Thương mại Dịch vụ Du lịch Thiên Kim,,OTC,0
